filename,true_class,predicted_class,confidence,snr_db,cfo_hz,phase_deg,amplitude,sampling_frequency_hz,symbol_rate_hz,samples_per_symbol,roll_off,filter_span,timing_offset,frequency_placement_hz,num_components,mixed_components,prob_BPSK,prob_QPSK,prob_FSK,prob_QAM16,prob_MIXED
signal_00870_qpsk,QPSK,FSK,0.7070804238319397,19.505387958469907,26378.9472612628,155.01556534192406,0.9941713230997026,1000000,100000,10,0.4382074128590835,4,-0.0462627474966692,0.0,,,7.074796303641051e-05,0.29284369945526123,0.7070804238319397,4.908405571768526e-06,2.626306638831011e-07
signal_00874_qpsk,QPSK,FSK,0.6575884819030762,4.05010577793218,22615.595756891707,5.866081486563677,0.6957488417608029,1000000,100000,10,0.2914431761220702,4,0.1954262339039577,0.0,,,0.014509022235870361,0.3278596103191376,0.6575884819030762,4.017289757030085e-05,2.763915517789428e-06
signal_00947_qpsk,QPSK,FSK,0.5288079977035522,3.4703513333583,-1963.9807238231297,140.82010605676993,1.3050721447919917,1000000,200000,5,0.31316397002814056,8,0.15749981820703102,0.0,,,0.10180113464593887,0.3692881464958191,0.5288079977035522,9.763216075953096e-05,5.068151040177327e-06
signal_01020_qpsk,QPSK,FSK,0.9064878821372986,19.87121347477719,-21406.513841964024,190.01484146262987,1.168423622653111,1000000,200000,5,0.4236857769752159,8,0.04498496597397322,0.0,,,0.0021523756440728903,0.09135691821575165,0.9064878821372986,2.157943299607723e-06,6.434124202314706e-07
signal_01043_qpsk,QPSK,FSK,0.8846284747123718,13.262547449590459,30908.460752585364,120.81845983117896,0.8235046261410949,1000000,100000,10,0.32045102813668835,8,-0.20724022256921912,0.0,,,8.479296957375482e-05,0.11528562009334564,0.8846284747123718,1.0427017969050212e-06,1.482424067944521e-07
signal_01066_qpsk,QPSK,FSK,0.8025453686714172,8.255819210266047,46904.76711166301,83.29565178063463,0.6702037480205167,1200000,150000,8,0.1685403874519984,4,0.21542780039372328,0.0,,,0.001612129737623036,0.19583843648433685,0.8025453686714172,3.567893600120442e-06,5.388599220168544e-07
signal_01153_qpsk,QPSK,FSK,0.6134606599807739,6.301075983141674,30247.512086427203,63.19647679085346,1.343790950369673,1200000,150000,8,0.18226392858355797,6,-0.32614181031888345,0.0,,,0.011385667137801647,0.37513449788093567,0.6134606599807739,1.7897111320053227e-05,1.3048387472736067e-06
signal_01194_qpsk,QPSK,BPSK,0.39685848355293274,2.073205210109607,-30592.334340153648,181.0619694089912,1.362765448659943,1200000,150000,8,0.37506644304823006,4,0.08584921526923456,0.0,,,0.39685848355293274,0.253877192735672,0.3484262526035309,0.0008212404209189117,1.679023444012273e-05
signal_01231_qpsk,QPSK,BPSK,0.9011640548706055,27.255797967272745,-41833.060885990526,236.17802045845963,0.7650605312312526,1200000,75000,16,0.1733837686532123,6,0.03361583414440156,0.0,,,0.9011640548706055,0.09709388017654419,0.0016899346373975277,5.1619856094475836e-05,5.135926244292932e-07
signal_01234_qpsk,QPSK,QAM16,0.6894358992576599,22.36881205043388,-45573.58479963186,32.40463694026826,0.8028633902871779,1000000,50000,20,0.1932197538983806,4,0.0842963224385706,0.0,,,0.12403155863285065,0.13137243688106537,0.0009630272397771478,0.6894358992576599,0.05419706553220749
signal_01307_qpsk,QPSK,FSK,0.5368513464927673,11.957957128435757,-34053.54806572681,304.46175346944204,1.0882524499642416,1200000,150000,8,0.41653349239506954,4,0.3047190534274405,0.0,,,0.0008527813479304314,0.4622917175292969,0.5368513464927673,3.892165750585264e-06,2.2887768125201546e-07
signal_01336_qpsk,QPSK,FSK,0.6629902124404907,8.33907736292562,-37149.09044309872,105.42412786345412,1.4631551894175867,1200000,150000,8,0.42054836700984677,4,0.37065366722756105,0.0,,,0.0009300348465330899,0.33607661724090576,0.6629902124404907,2.965780595332035e-06,2.386905180173926e-07
signal_01347_qpsk,QPSK,FSK,0.9771512746810913,17.81491076753953,-49369.954485459,305.85213139812004,1.295716223098112,1200000,75000,16,0.43418623621294106,6,0.05159913003564692,0.0,,,0.0004117688804399222,0.022436534985899925,0.9771512746810913,3.5599225611804286e-07,1.5952176113387395e-07
signal_01436_qpsk,QPSK,BPSK,0.9473775029182434,23.602473572437354,47011.081020009864,132.6233268867351,0.6211717270778682,1200000,75000,16,0.19107712629453624,6,0.38419712666248435,0.0,,,0.9473775029182434,0.052363164722919464,0.00014385236136149615,0.0001152010154328309,2.1534464167416445e-07
signal_01459_qpsk,QPSK,BPSK,0.871146559715271,11.795191071907713,-16885.60612480482,263.3945240567118,1.2421520632276106,1000000,125000,8,0.40074662284174245,6,-0.23564536931066546,0.0,,,0.871146559715271,0.1277105063199997,0.0010924201924353838,5.0193229981232435e-05,4.492726759508514e-07
signal_01477_qpsk,QPSK,MIXED,0.6134238243103027,0.08189089573524821,-48886.19321310917,159.99754038362326,1.3505862060522889,1000000,50000,20,0.3078975559380501,6,-0.21306284983384183,0.0,,,0.11801627278327942,0.13154810667037964,0.13224732875823975,0.004764507059007883,0.6134238243103027
signal_01480_qpsk,QPSK,BPSK,0.6458250284194946,18.661645415621564,7377.43569507615,269.3253883695412,0.7318913233380384,1000000,200000,5,0.3751361457630171,4,0.33891171135605996,0.0,,,0.6458250284194946,0.3453789949417114,0.008763305842876434,3.201086292392574e-05,6.790303928028152e-07
signal_01491_qpsk,QPSK,FSK,0.5925822257995605,26.835854083512203,-22567.807297155807,345.5792765625249,0.6822453487999609,1000000,200000,5,0.42630653279009145,6,-0.1997362780454498,0.0,,,0.0007374575361609459,0.4066755473613739,0.5925822257995605,4.5524348024628125e-06,2.0183308890864282e-07
signal_01498_qpsk,QPSK,BPSK,0.6465376615524292,0.636214374175651,41379.4089876403,172.58683060253625,0.754935599073788,1200000,150000,8,0.3266525596904748,8,-0.03954337901493932,0.0,,,0.6465376615524292,0.0801217183470726,0.2716110348701477,0.0016919554909691215,3.7586749385809526e-05
signal_01630_fsk,FSK,QPSK,0.43492451310157776,1.8569296355271236,-25599.131492760964,210.7022321670361,1.0365950037974283,1200000,75000,16,0.3996137326449497,4,0.4204816669194272,0.0,,,0.38724565505981445,0.43492451310157776,0.17742592096328735,0.0003986509400419891,5.303565103531582e-06
signal_01637_fsk,FSK,QPSK,0.5920081734657288,6.7684719654924415,4423.754819742229,117.92041195920385,1.1989722017629605,1200000,150000,8,0.29703963923135335,4,0.30007218848213774,0.0,,,0.010617821477353573,0.5920081734657288,0.39736321568489075,1.0219772775599267e-05,5.603240538221144e-07
signal_01843_fsk,FSK,QPSK,0.594642698764801,10.527622872464876,-48477.38166629022,207.16851447429016,1.4598375517803368,1200000,150000,8,0.23144853194159587,4,0.342944139328401,0.0,,,0.00014095156802795827,0.594642698764801,0.4052041471004486,1.1853357136715204e-05,3.73471323200647e-07
signal_01872_fsk,FSK,QPSK,0.594012975692749,4.003682732880143,13350.356540693472,87.366561514639,1.2725595982644342,1000000,200000,5,0.16741492459442,4,-0.3982439334695808,0.0,,,0.18187293410301208,0.594012975692749,0.22392207384109497,0.00018621442723087966,5.748129296989646e-06
signal_01946_fsk,FSK,BPSK,0.5778247714042664,2.0887707961798863,41217.96544895774,12.815814480869928,0.8044163308013493,1000000,50000,20,0.42483892168525494,4,-0.2702965377565426,0.0,,,0.5778247714042664,0.13297410309314728,0.28889647126197815,0.0002858060470316559,1.8879649360314943e-05
signal_01996_fsk,FSK,BPSK,0.4319807291030884,0.6492290262113176,48168.78419753337,41.717660464240616,0.6397865105264608,1200000,75000,16,0.217530353905743,4,-0.33092640296817033,0.0,,,0.4319807291030884,0.16252245008945465,0.40486639738082886,0.0005731720011681318,5.7188317441614345e-05
signal_02353_qam16,QAM16,BPSK,0.9177800416946411,1.5590626005172148,-3612.057664602231,101.07155120955983,1.3892697480450455,1000000,125000,8,0.40752068083151216,4,0.10897269940864579,0.0,,,0.9177800416946411,0.002783522242680192,0.0008256034925580025,0.07858885079622269,2.1985919374856167e-05
signal_02450_qam16,QAM16,BPSK,0.6769097447395325,7.2856693826388685,-4199.718671147915,50.98769193951838,1.1869409465779996,1000000,200000,5,0.1949367083708004,6,0.26723619421526884,0.0,,,0.6769097447395325,0.20839828252792358,0.05843808501958847,0.056191958487033844,6.19893689872697e-05
signal_02548_qam16,QAM16,BPSK,0.6883448958396912,6.172133321011254,19712.87957185392,6.138285012764073,1.0804714077657147,1000000,100000,10,0.24914321804306644,8,-0.3418727565697657,0.0,,,0.6883448958396912,0.25456854701042175,0.009237551130354404,0.047825563699007034,2.337710975552909e-05
signal_03248_mixed,MIXED,FSK,0.765961766242981,16.4658053309984,,,,1000000,,,,,,,2,"QPSK, QAM16",0.06015070155262947,0.17351624369621277,0.765961766242981,0.0001425811933586374,0.00022869180247653276
signal_03265_mixed,MIXED,FSK,0.9642308950424194,26.386521512163835,,,,1000000,,,,,,,2,"QPSK, QAM16",0.006036229431629181,0.02961982600390911,0.9642308950424194,1.3829173440171871e-05,9.917241550283507e-05
signal_03309_mixed,MIXED,FSK,0.5595647692680359,9.628113010398655,,,,1000000,,,,,,,3,"BPSK, QPSK, FSK",0.012045075185596943,0.12829512357711792,0.5595647692680359,0.00022302396246232092,0.2998720109462738
