filename,signal_type,modulation,sampling_frequency_hz,symbol_rate_hz,nominal_carrier_frequency_hz,frequency_offset_hz,phase_offset_degrees,amplitude_scale,signal_to_noise_ratio_db,samples,samples_per_symbol,num_symbols,bits_per_symbol,num_bits,iq_file_convention,wav_file_convention,baseband,seed,clean_reference,roll_off,filter_span_symbols,timing_offset_samples,frequency_placement_hz,num_components,component_modulations,components,bits,split,fec_enabled,fec_type,fec_scheme,coding_rate
signal_00011_bpsk,SINGLE,BPSK,1000000,50000.0,0.0,-43912.29779273488,103.87687397177508,0.5166598828799667,24.65446451093023,8000,20.0,400.0,1.0,400.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230011,False,0.39927134647949114,6.0,-0.0907769080094269,0.0,,,,1101110101000011011111110101111011010110110110000011010110000110000010010100110101111000110010010111100101011101110010111111000011000111010010011001101001101000100111011000100111011000010000001111000011000100001111111101010100100001101011110011110110010010000010100111100111110110100001100100101110111000100001011100101001010000100000110011000010011000001100010111011110001010111100100011010111010111,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00012_bpsk,SINGLE,BPSK,1000000,200000.0,0.0,45035.657747478705,58.3578533782193,0.6545184148617441,8.71526194623524,8000,5.0,1600.0,1.0,1600.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230012,False,0.21270683389691214,8.0,0.20451906632065137,0.0,,,,0000001101110110011101100110010110101101110100010001001101000100001101010101101101111110001000001001110100010101110010110110001010010010010010111111101001001001000101101111000110010011111010110101100100100111111111100101001001100001111110010110000000010101101000001110000101000101000101000101001011100011000100100101000111001010110011110000110001001110111110100110000001010111010110000001010111011011000011000011100000101001111001110000010011000101101001101000010011011111100101010100000010101111011011001010110011111101001010101011101110101100110010011110011000111000010000101000110101010010111100111001101111100010110110101110111010000100101010101110001110001110100100010000101000111011000000001110101011001110111011100001011011111100011111100001010010001100000001100110010101111101101011001001011010100100011001101100010101101000111001101000001110001011101110111100010000000110110000000100111111111111001000011111110101001100111011111101111010101001110001001100101100000100001011000001001111110010000100011001111100001110000001001110111101001100110001100111010111000011100111001011100001011000100001001100001000010101011011100101000011111011101001011101011000000110000000001000111100000101100000011011011101001001011100000100110001100000001100011101111110110010011100110011010010000000000010100101001100100101000000100110110111000001010010011111001001110100101111100111000101111101001100001000100010110110100000011111010101101111101100011110110000010000010101110101010111111011101101011011011011100100111011100100100110110000011010110110100111000100111111110010111101010010110110011001011001100111,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00013_bpsk,SINGLE,BPSK,1200000,75000.0,0.0,41690.08681046238,116.85619095735485,0.9610338277879154,9.445742260098843,9600,16.0,600.0,1.0,600.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230013,False,0.19386030083469155,8.0,0.3400666312517981,0.0,,,,000000110100111101101101100111010111110111101110011000000001011000000101011110000110000110100110001000011101101001111100000011000011101101101000110000100001010110001001100110101000001001100111011101011001110000110100110000011000100111101100010111001110010001100001010000010000001011111100000010000001100100000111100110011110101011010000001011111100111011000100000101010000010111010011001000011111111011010011001011000010010001000110010010001100110110111111011010100010000011101000010110100010100100010000011111011011110000101000010001111010100100001001110100010101111111000011110000000101110000000000,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00014_bpsk,SINGLE,BPSK,1000000,100000.0,0.0,-4613.7077204265515,118.73846890196704,1.3082589153063224,5.5385442821939845,8000,10.0,800.0,1.0,800.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230014,False,0.2127841420529899,4.0,0.4236040143669962,0.0,,,,00111001001011110011010010111001000111000111110010001101010000101001111001110000100100101011000110000111101001111001111110110110100011000010111100101010101010000110100110110010110010001100011111011011001010110000101101011000111111111100100001111100110000100101101010100110111100010111101010001110010111110110101100010001101101100111100000011010101000100011011110100111011101011001111101111000111000001110101111110001110000011010111000110110011100100111001100001101101000010111010111111010101111101011001000100001100101100010011010000000000101001010100010101001100110111000011111110110100101010110010011100100111111011000001001100111010011110001011010010100100010001100000010000010001110110111100001001000110111011110010100110110100110000101101000101010100000010010010100100110110011000100111011000000,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00015_bpsk,SINGLE,BPSK,1000000,100000.0,0.0,48157.64424840978,289.78020893330097,0.9633032445822702,12.161827951053008,8000,10.0,800.0,1.0,800.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230015,False,0.34106432273695925,6.0,-0.23037264213597183,0.0,,,,11100111000101000100110011110001111110001011010100101001101110111101101000101101001100101111100011110100010000110110110010010110010000111010111111001001101010010010111011101111110011101100101010111010010011101001111110100110111011000010101011011110011001111001110011111001110110110011100000011110100011100010101011111001100001001010011100110111011001110110011001100011001000101000101111100100100010001111100110100011100101110000011110111110110101000100001010001110001001001000010100011010001011010000101111100011001110110010101000001101100010110100000101010000101101110010000110111100110011000010011000001111111110000111011001000001110111000001101011011001000010101001001100110101101100101100100000100011010100111110010111001100000011111010010010100110111000010001101010000110010010111000111111101100,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00016_bpsk,SINGLE,BPSK,1000000,125000.0,0.0,-15129.420460549802,240.77365860335894,1.3756787655220872,25.45146230195112,8000,8.0,1000.0,1.0,1000.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230016,False,0.3301247963170323,4.0,-0.12426221077490895,0.0,,,,1101110101001110100100101001100000011011100100001100111110110100000110001110010111000010010001110010010110010000110111001010111101011000101111100100011000011010100001011110111011001011101111000100111011110111011001000010101001111000001000110110010010001111101000001000011111000001111100100011010100000100111000011110000011110101001111100101000111000100011000001001010000000111110010111001100011101111101001101110000100101110100110101000001001101001000010010011010111100000010100110100110111000000011110001010110001010110101101110111001100100100111000001110100010001010100001000000000101110011010011110101100110001111001000100101101101000100100100001000000001111111001001100111101010110100111011000000111001000101011011111000010111000111100001001011101001010011000100101000111100100010010110000000100001101100101011000010001100011100110001000000101100010100010011000010111100010000111100101000000001010110010100111100001011110001110100010001110100111011111010011011100010011011000001101000111110110000,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00017_bpsk,SINGLE,BPSK,1200000,75000.0,0.0,9164.794861769122,165.57593294084296,0.8280333981925112,23.677320454369905,9600,16.0,600.0,1.0,600.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230017,False,0.43528359309594267,6.0,-0.3148128171103971,0.0,,,,110100000111111011111110101010001100001000100001010001100101100001001010100110011011101111011001011000011100111011100000010111011110000111111110000011101000011011011001111000000110100100101110110101100011001011001100111010000110111011101011001111000000100011001001010011101110100110100110010101000111110011001111101110010001110001001000011110110100011011010111011110001001011011101000111011001101000010100000110001011110101011011110100011101100110100110000100010000110100010001101000011011000010111011010111000000001111100011001110110010100101111111001111011111111100110101101111001101010100110001011,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00018_bpsk,SINGLE,BPSK,1000000,200000.0,0.0,-18827.431019404896,37.602568139183354,0.73208406104078,28.252220175191997,8000,5.0,1600.0,1.0,1600.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230018,False,0.3092780047893413,4.0,-0.07866331996523618,0.0,,,,1110011100010100100100100001101000100011100100111111011011101101001000101001101101011001111110010010001011100000011010010001101000011010100001101010001000001101111100000100011011101101000110110110100111000100110001011001000100000111001100101010100100100000100111011100010101010001001011011101011010010111001011010110110110110100110101101000011110101001111000111100110001010000001101100101010101110111001011111100111000100011111010000001010111011000100111100010000110101111111011011101010111101111111101000111100100111000110100000011000111100101111001011010010000011101111101101100100101100100000000110011100101010111010010111101000010011010101010111111100011010000000001101011100000001001100000110001100100001001110111110001010011010000000010111011000110101101010011010011101011011011100100001111100000110111111110110100111111000110000000000101001010010110101101110100101000001000100110001010111000010010111010101110010011011010101100101000010010100111110111100000001001100000001000010110110010000110110001111100010100110111100111010010110011100111001000000101001101000011010101011011011100001011100001100010110111010110010010010010111111100100111100001000100001100110110001101100111011101110001000011001101111001011010010111101110101111001001010000110000001001010110101100100101001101101101101110111110110001011100100011111000001110010110010000001100100000100111000010000011111101100101001100111001101110101000000110101001011100000011010101011000100100001000001001001100101111000101100101010001110010111111000000111011100111100111011001010011001000100000100010001000011010110001011110111101101001011,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00019_bpsk,SINGLE,BPSK,1000000,100000.0,0.0,-5938.145619886105,336.053153724907,0.8581596493133631,28.76777376403313,8000,10.0,800.0,1.0,800.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230019,False,0.43512178757857056,8.0,0.008098789968091213,0.0,,,,00111001001011111101000000110010011110011011010010101101010111100001101100011100011011111010000101101000100111010101011111011001100001011001100000100010101111001011011100100001010110110011000111100110101001000110101111001111010100111110011001010011000111001111110111000000100100100110111110000101001011100011000111001111110100101010101110001101101001101111110010011001111001111101100101101100111111100110010100001011011100100001100010111010010100111111011011011001000001001101010111110010010000111110001110101001100110000001101101111001100111010000011000000011000111101011011111010110000101101000010011010010011110001011000100111111110010001010111100011010101000100011010011011111101000011000111101101110110111000110111101001011010000011000001101010110111110001000001001110111111100010010011001100111,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00020_bpsk,SINGLE,BPSK,1000000,200000.0,0.0,-815.1365357367031,224.21263377298663,1.1768870255444916,4.1181728429959685,8000,5.0,1600.0,1.0,1600.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230020,False,0.15381614901760657,6.0,-0.24601870304122883,0.0,,,,0011101010110011010100010111001010010100110001111110110001110101011101010101110011110111100111011111001011010001100000101000110101101000010000001100100111101000010001111001111010111101011000100010011111001010010000111001010110011101110110001110010111111011100000010111101001010000011010011111110100001101010101101101001001010010011000100101000100100000110100100011100100000101111001111110001111011100000001001111001000011100011100100001100010111001111101100101100001000100111010001111111111111100011000111001010010101100011000100100110001000100010000111000011001010110111010110100101011101100111101110100110101100110110110110111100101000011001111100000001101101011110011111000110111100100001111010100110000001011100001101111110110101000101101000010001001010101111001100011011011101101110001010110101110010011100000110100011010100010001101111010010000001101011111000000111110011110111111000011111101000111011110100000111111001100100000110011001111011001000101000101111100001110000001001110110000110111101101111100101110101111010101010110101010011000010101111111001110001000111110101110111101010010111000111100110010001110000011010001011110111011111111011100001111010011100101111110111000000110101010001011010011111111111111001000010001011101011100000000001110011111111110100011110001011001111110010010110010010010010101100111011110110011001101001000001110010110000011001000111000001101000101110110100011000001010101000111000111000101100000011000000000011010001100001000011000101101001111000101010000010111101001101010000001001010110101100100010000010010010111110101111100111010110001010101001010001011,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00021_bpsk,SINGLE,BPSK,1000000,125000.0,0.0,-42452.15155300821,240.45113965109974,1.2315919951445693,24.930564265835987,8000,8.0,1000.0,1.0,1000.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230021,False,0.23198889802769243,6.0,0.19512914032749967,0.0,,,,0000110100110000011000011110100111010000010110010010101011001101010001101000100011101001000111101101001011111001110010000001101001110001000001010100001011011111000101110111101111101110000010000011111000110100110111000000010011001011000010101000001101100001101010110010011011100101000011001111011001000101001000111110011001011101010110101110010000000111000110001010011100001110101000100100000110101010110001111100100011011010011000011000111101101110110100010110011011010101001111001111001001101010011111110100111010000001101110100111010000100001110001111100100000001001101101000111110111110000010001101101011110101011010000110010000011001100000100101100110100000100010010100111111001110001011100111001111111111010110110111001110100101111100111000101000100001010001101100000010001110011101110111000101100010011001011111011101101010110011001001010100010100100010000010010011001010011001001011101111111000111110110111100110011111011101001011110001000100011000000100000100000001010001010110110110100111011,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00022_bpsk,SINGLE,BPSK,1000000,50000.0,0.0,-46889.20011069597,108.84881135751124,0.8729950088971794,20.313936125082606,8000,20.0,400.0,1.0,400.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230022,False,0.2557922922805095,4.0,-0.04875340335013545,0.0,,,,1101001100000110110000000100110001101110100100001110011011110110111100001010110000100000011010101000100000001101011100010000010110011100001110100101010001001000110111100100001100110011000010010110101001110010010001110001001011001110101011001101011100101010111010101010100010110111011011101001111001000111000100101100111010101100111000111110101110110000010011000110111001000011110101000001001110110000,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00023_bpsk,SINGLE,BPSK,1000000,50000.0,0.0,49831.544184554106,209.0036134272453,0.6166016270001595,7.166771403147173,8000,20.0,400.0,1.0,400.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230023,False,0.16256628365033438,4.0,0.18662119255278314,0.0,,,,1110101011111001101100111100110110000101001100111011110000000001000001100000110110110001001011111001111100010011100001001100001000101111111010010001110110010011001110000101111111101010010111001011011000010000110101010110111001011110010101111001011010100111111101111010011110100101001100010010010100011100011100100001010101100011010101110001010001000001000111111010000101010010111111101001110000000000,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00024_bpsk,SINGLE,BPSK,1000000,200000.0,0.0,-26068.12710202686,253.06833301923857,1.3641237996374564,21.792107245650403,8000,5.0,1600.0,1.0,1600.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230024,False,0.25333220655858546,4.0,0.24444507154831746,0.0,,,,1101111011010001010100011000101110011111101110111011001011100010001000001001001110110100111111110001100011101000111111110001101101111010000011000101111001110000101010111010011110011111101101100101001011001010010111011000101001001010100010100111111001000110111111011001001000111110011010000000001000110010100000001000010110000101011100010111001101000001110000101110110001011100111010101100001111101010100000101011010001111110010101011101000101101011001110110110101101010011011101111010000011000110011101010001111000000010011000000001101100001100111010110010000101101111111100001011001011010110001111111100101100111110101010111011011100010101100101001100100110100111100000101101001011000011101010110011101110110101100000010110010001001100111111000010111111110100101001001010100010011101101111100101011010010000101001001101111010010000111001100010011010001101110000001001000100100000001101011100011110110000101001100111110100001001010011101110011100111110011110001011110011101011001000100010001111011111100110111110000110010101100000110001011101000001101101110111000010001111111000100111000101000111100011010100111101110000000100110010111110111000110001001010110110111010010011100111011011001101010010110101000111011010010010000010100111011110000100100011011101111001010000000111000110111101111100111110110100000101010000010100000011100011111010110101010011000111001100010011101111011110111001101101110000010111110100001010111010001101011001101110001001100001000100000011111101001010100101111111000011000100111011110111100000001010000111111001100001110000000111101111010100100011001101010101100011101100,test,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00025_bpsk,SINGLE,BPSK,1000000,100000.0,0.0,-317.29578800053423,115.38924154832496,1.1775673357486247,15.083074808293052,8000,10.0,800.0,1.0,800.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230025,False,0.32128869250378794,8.0,-0.017257166366920484,0.0,,,,11010011000010111111111010110101100111111001111111111001100101111011000101110011011101010011100111010101101000000000100000100011011001110010101000110111000000011101010111010101011100110011011111000001110001010101000100100000110100010100111101000111101001001101000000111111010010011101100001111010101010100001010000011110101110100000111100010010011010111001001101101001100001101110000011001111010111100000101101001000100100101111111010100110011011101100111110101010111000001100111101101001100010110011100111110010010000111101011101010001110110100100011010111100000100011000001010001110110011011101101010101100011100011011111010111111111101011001011010001101000100000011000100110101100101010001001000001110101100010101011111101110111011111100111011001010101101001101100011001100101110011000111011000000,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
